# Auto-generated from s1disasm REV00 listing — do not edit
071ADC,ptr_mus91,
071AE0,ptr_mus92,
071AE4,ptr_mus93,
071AE8,SoundTypes,SoundPriorities
071B4C,sub_71B4C,UpdateMusic
071B5A,loc_71B5A,updateloop
071B82,loc_71B82,driverinput
071B9E,loc_71B9E,skipdelay
071BA8,loc_71BA8,skipfadeout
071BB2,loc_71BB2,skipfadein
071BBC,loc_71BBC,nosndinput
071BC8,loc_71BC8,nonewsound
071BD4,loc_71BD4,dacdone
071BDA,loc_71BDA,bgmfmloop
071BE6,loc_71BE6,bgmfmnext
071BEC,loc_71BEC,bgmpsgloop
071BF8,loc_71BF8,bgmpsgnext
071C04,loc_71C04,sfxfmloop
071C10,loc_71C10,sfxfmnext
071C16,loc_71C16,sfxpsgloop
071C22,loc_71C22,sfxpsgnext
071C38,loc_71C38,specfmdone
071C44,loc_71C44,DoStartZ80
071C4E,sub_71C4E,UpdateDAC / DACUpdateTrack
071C5A,DACDoNext,
071C5E,loc_71C5E,sampleloop
071C6E,loc_71C6E,notcoord
071C84,loc_71C84,gotduration
071C88,loc_71C88,gotsampleduration
071CAA,locret_71CAA,locret
071CAC,loc_71CAC,timpani
071CB4,Warning,
071CC4,Note,byte_71CC4 / DAC_sample_rate
071CCA,sub_71CCA,FMUpdateTrack
071CE0,loc_71CE0,notegoing
071CEC,sub_71CEC,FMDoNext
071CF4,loc_71CF4,noteloop
071D04,loc_71D04,gotnote
071D1A,loc_71D1A,gotduration
071D22,sub_71D22,FMSetFreq
071D40,sub_71D40,SetDuration
071D46,loc_71D46,multloop
071D4E,loc_71D4E,donemult
071D58,loc_71D58,TrackSetRest
071D60,sub_71D60,FinishTrackUpdate
071D9C,locret_71D9C,locret
071D9E,sub_71D9E,NoteTimeoutUpdate
071DBE,loc_71DBE,psgnoteoff
071DC4,locret_71DC4,locret
071DC6,sub_71DC6,DoModulation
071DDA,loc_71DDA,waitdone
071DE2,loc_71DE2,updatemodulation
071DFE,loc_71DFE,calcfreq
071E16,locret_71E16,locret
071E18,sub_71E18,FMPrepareNote
071E24,loc_71E24,FMUpdateFreq
071E48,locret_71E48,
071E4A,loc_71E4A,FMSetRest
071E50,loc_71E50,PauseMusic
071E6A,loc_71E6A,killpanloop
071E7C,loc_71E7C,noteoffloop
071E94,loc_71E94,unpausemusic
071EA0,loc_71EA0,bgmfmloop
071EB8,loc_71EB8,bgmfmnext
071EC4,loc_71EC4,sfxfmloop
071EDC,loc_71EDC,sfxfmnext
071EFE,loc_71EFE,unpausedallfm
071F02,Sound_Play,CycleSoundQueue
071F12,loc_71F12,inputloop
071F2C,loc_71F2C,havesound
071F3E,loc_71F3E,nextinput
071F4A,locret_71F4A,locret
071F4C,Sound_ChkValue,PlaySoundID
071F8C,locret_71F8C,locret
071F8E,Sound_E0toE4,
071F98,Sound_ExIndex,ptr_flgE0
071F9C,ptr_flgE1,
071FA0,ptr_flgE2,
071FA4,ptr_flgE3,
071FA8,ptr_flgE4,
071FAC,Sound_E1,PlaySega / PlaySegaSound
071FC0,loc_71FC0,busyloop_outer
071FC4,loc_71FC4,busyloop
071FD2,Sound_81to9F,Sound_PlayBGM
071FE6,loc_71FE6,clearsfxloop
071FF8,loc_71FF8,cleartrackplayloop
07200E,bytes,
072012,loc_72012,backupramloop
072024,loc_72024,bgmnot1up
07202C,loc_7202C,bgm_loadMusic
072068,loc_72068,nospeedshoes
072098,loc_72098,bgm_fmloadloop / control
0720D8,loc_720D8,silencefm6
072114,loc_72114,bgm_fmdone
072126,loc_72126,bgm_psgloadloop / control
072154,loc_72154,bgm_psgdone
07215A,loc_7215A,sfxstoploop
07216E,loc_7216E,sfxpsgchannel
072170,loc_72170,gotchannelindex
07217C,loc_7217C,sfxnext
07218E,loc_7218E,checkspecialpsg
07219A,loc_7219A,sendfmnoteoff
0721A0,loc_721A0,fmnoteoffloop
0721AC,loc_721AC,psgnoteoffloop
0721B6,loc_721B6,locdblret
0721BA,byte_721BA,FMDACInitBytes
0721C2,byte_721C2,PSGInitBytes
0721C6,Sound_A0toCF,Sound_PlaySFX
0721EE,loc_721EE,gotringspeaker
0721F4,Sound_notB5,sfx_notRing
072208,Sound_notA7,sfx_notPush
072228,loc_72228,sfx_loadloop
072244,loc_72244,sfxinitpsg
07226E,loc_7226E,sfxoverridedone
072276,loc_72276,clearsfxtrackram
0722A8,loc_722A8,sfxpsginitdone
0722B8,loc_722B8,doneoverride
0722C4,locret_722C4,locret
0722C6,loc_722C6,clear_sndprio
0722CC,dword_722CC,BGMChannelRAM / SFX_BGMChannelRAM
0722EC,dword_722EC,SFXChannelRAM / SFX_SFXChannelRAM
07230C,Sound_D0toDF,Sound_PlaySpecial
072348,loc_72348,sfxloadloop
07235A,loc_7235A,sfxoverridepsg
072364,loc_72364,sfxinitpsg
072368,loc_72368,clearsfxtrackram
072396,loc_72396,sfxpsginitdone
0723A6,loc_723A6,doneoverride
0723C6,locret_723C6,locret
0723C8,BGMFM4PSG3RAM,SpecSFX_BGMChannelRAM
0723D0,SFXFM4PSG3RAM,SpecSFX_SFXChannelRAM
0723D8,SpecialSFXFM4PSG3RAM,SpecSFX_SpecSFXChannelRAM
0723E0,Snd_FadeOut1,Snd_FadeOutSFX / FadeOutSFX / StopSFX
0723EA,loc_723EA,trackloop
072416,loc_72416,getfmpointer
072428,loc_72428,gotfmpointer
07243C,loc_7243C,trackpsg
072450,getchannelptr,
07245A,loc_7245A,gotpsgpointer
072472,loc_72472,nexttrack
07247C,Snd_FadeOut2,FadeOutSFX2 / FadeOutSpecialSFX / StopSpecialSFX
0724AE,loc_724AE,fadedfm
0724E4,locret_724E4,fadedpsg
0724E6,Sound_E0,FadeOutMusic
072504,sub_72504,DoFadeOut
072510,loc_72510,continuefade
072524,loc_72524,fmloop
072534,loc_72534,sendfmtl
072538,loc_72538,nextfm
072542,loc_72542,psgloop
072558,loc_72558,sendpsgvol
072560,loc_72560,nextpsg
07256A,sub_7256A,FMSilenceAll
07256E,loc_7256E,noteoffloop
072584,loc_72584,channelloop
072586,loc_72586,channeltlloop
07259E,Sound_E4,StopSoundAndMusic / StopAllSound
0725B2,bytes,
0725B6,loc_725B6,clearramloop
0725CA,sub_725CA,InitMusicPlayback
0725E0,bytes,
0725E4,loc_725E4,clearramloop
07260C,sub_7260C,TempoWait
07261A,loc_7261A,tempoloop
072624,Sound_E2,SpeedUpMusic
07263E,loc_7263E,speedup_1up
072652,Sound_E3,SlowDownMusic
07266A,loc_7266A,slowdown_1up
07267C,sub_7267C,DoFadeIn
072688,loc_72688,continuefade
07269E,loc_7269E,fmloop
0726AA,loc_726AA,nextfm
0726B4,loc_726B4,psgloop
0726C8,loc_726C8,sendpsgvol
0726CC,loc_726CC,nextpsg
0726D6,loc_726D6,fadedone
0726E2,loc_726E2,FMNoteOn
0726FC,locret_726FC,locret
0726FE,sub_726FE,FMNoteOff
07270A,loc_7270A,SendFMNoteOff
072714,locret_72714,
072716,loc_72716,WriteFMIorIIMain
072720,locret_72720,locret
072722,sub_72722,WriteFMIorII
07272E,sub_7272E,WriteFMI
072746,loc_72746,waitloop
07275A,loc_7275A,WriteFMIIPart
072764,sub_72764,WriteFMII
07277C,loc_7277C,waitloop
072790,Values,word_72790 / FM_Notes / FMFrequencies
072850,sub_72850,PSGUpdateTrack
072866,loc_72866,notegoing
072878,sub_72878,PSGDoNext
072880,loc_72880,noteloop
072890,loc_72890,gotnote
0728A4,loc_728A4,gotduration
0728AC,sub_728AC,PSGSetFreq
0728CA,loc_728CA,restpsg
0728DC,sub_728DC,PSGDoNoteOn
0728E2,sub_728E2,PSGUpdateFreq
072904,loc_72904,notnoise
07291E,locret_7291E,locret
072920,loc_72920,PSGSetRest
072926,sub_72926,PSGUpdateVolFX
07292E,loc_7292E,PSGDoVolFX
07295A,further,
072960,loc_72960,gotflutter
07296A,sub_7296A,SetPSGVolume
07297C,loc_7297C,PSGSendVolume
07298A,locret_7298A,
07298C,loc_7298C,PSGCheckNoteFill / PSGCheckNoteTimeout
07299A,loc_7299A,FlutterDone / VolEnvHold
0729A0,sub_729A0,PSGNoteOff
0729A6,loc_729A6,SendPSGNoteOff
0729B4,locret_729B4,
0729B6,sub_729B6,PSGSilenceAll
0729CE,Values,like / word_729CE / PSGFrequencies
072A5A,sub_72A5A,CoordFlag
072A64,loc_72A64,coordflagLookup
072ACC,loc_72ACC,cfPanningAMSFMS
072AEA,locret_72AEA,
072AEC,loc_72AEC,cfAlterNotes / cfDetune
072AF2,loc_72AF2,cfUnknown1 / cfSetCommunication
072AF8,loc_72AF8,cfJumpReturn
072B14,loc_72B14,cfFadeInToPrevious
072B1A,restore,
072B1E,loc_72B1E,restoreramloop
072B3A,loc_72B3A,fmloop
072B5C,loc_72B5C,nextfm
072B66,loc_72B66,psgloop
072B78,loc_72B78,nextpsg
072B9E,loc_72B9E,cfSetTempoDivider
072BA4,loc_72BA4,cfSetVolume / cfChangeFMVolume
072BAE,loc_72BAE,cfPreventAttack / cfHoldNote
072BB4,loc_72BB4,cfNoteTimeout
072BBE,loc_72BBE,cfAddKey / cfChangeTransposition
072BC6,loc_72BC6,cfSetTempo
072BD0,loc_72BD0,cfSetTempoMod / cfSetTempoDividerAll
072BDA,loc_72BDA,trackloop
072BE6,loc_72BE6,cfChangeVolume / cfChangePSGVolume
072BEE,loc_72BEE,cfClearPush
072BF4,loc_72BF4,cfStopSpecialFM4
072C22,loc_72C22,locexit
072C26,loc_72C26,cfSetVoice
072C4E,sub_72C4E,SetVoice
072C56,loc_72C56,voicemultiply
072C5C,loc_72C5C,havevoiceptr
072C72,loc_72C72,sendvoiceloop
072C8C,loc_72C8C,sendtlloop
072C96,loc_72C96,sendtl
072CAA,locret_72CAA,
072CAC,byte_72CAC,FMSlotMask
072CB4,sub_72CB4,SendVoiceTL
072CD8,loc_72CD8,gotvoiceptr
072CE0,loc_72CE0,voicemultiply
072CE6,loc_72CE6,gotvoice
072D02,loc_72D02,sendtlloop
072D12,loc_72D12,senttl
072D16,locret_72D16,locret
072D18,byte_72D18,FMInstrumentOperatorTable
072D2C,byte_72D2C,FMInstrumentTLTable
072D30,loc_72D30,cfModulation
072D52,loc_72D52,cfEnableModulation
072D58,loc_72D58,cfStopTrack
072D74,loc_72D74,stoppsg
072D78,loc_72D78,stoppedchannel
072DA8,loc_72DA8,getpointer
072DB8,loc_72DB8,gotpointer
072DC8,loc_72DC8,novoiceupd
072DCC,loc_72DCC,getpsgptr
072DE0,loc_72DE0,getchannelptr
072DEA,loc_72DEA,gotchannelptr
072E02,loc_72E02,locexit
072E06,loc_72E06,cfSetPSGNoise
072E1E,locret_72E1E,locret
072E20,loc_72E20,cfDisableModulation
072E26,loc_72E26,cfSetPSGTone
072E2C,loc_72E2C,cfJumpTo
072E38,loc_72E38,cfRepeatAtPos
072E48,loc_72E48,loopexists
072E52,loc_72E52,cfJumpToGosub
072E64,loc_72E64,cfOpF9
072E7C,Kos_Z80,DACDriver
